date,open,high,low,close,volume
1985-01-01,0.1022382323753155,0.10925923709747073,0.09785059507352288,0.10179946571588516,6366416000.0
1985-02-01,0.10179945681104112,0.10794293939394266,0.08688070625066757,0.08688070625066757,4733388800.0
1985-03-01,0.08688067242916674,0.091268307639105,0.07283945471845157,0.07766585052013397,4615587200.0
1985-04-01,0.07766586996984376,0.08073800335431124,0.06889060321089395,0.07459452748298645,2868028800.0
1985-05-01,0.07459452347922116,0.07810463233780082,0.059237015113118165,0.06099206954240799,4639129600.0
1985-06-01,0.05967578367676569,0.06494094766037548,0.05177725266218005,0.06318589299917221,5811388800.0
1985-07-01,0.06362463898239687,0.06406340547521029,0.055726900696754456,0.055726900696754456,2600595200.0
1985-08-01,0.055726929870106585,0.05660445745662399,0.05089974017560943,0.05265479534864426,1818745600.0
1985-09-01,0.05265480142992556,0.06055333566021062,0.05177727374205951,0.0552881695330143,1797199304.0
1985-10-01,0.05528814123813715,0.06757430762004664,0.052654774482729615,0.06537970155477524,3785913600.0
1985-11-01,0.06537971240814962,0.07283948314441945,0.06537971240814962,0.07064566761255264,2884672000.0
1985-12-01,0.07064567718626209,0.08029926476262655,0.06757432799522575,0.07722713053226471,3571209600.0
1986-01-01,0.07722710484317995,0.08688068920834353,0.07634957763171638,0.0811767652630806,6291801600.0
1986-02-01,0.08117675546843102,0.09390168060909897,0.08029922836284839,0.08775820583105087,3420860800.0
1986-03-01,0.08775824139180032,0.10399328739194455,0.08512565900829673,0.0991668775677681,4264332800.0
1986-04-01,0.09916684364366536,0.11496311758020858,0.09214663221437705,0.1061878576874733,4462684800.0
1986-05-01,0.10618790096833908,0.13163776322915732,0.1044328459310534,0.12988270819187164,4954051200.0
1986-06-01,0.1298826823228109,0.1373416676749014,0.11408562005490201,0.12593302130699158,4063360000.0
1986-07-01,0.1259329967095712,0.132515244329828,0.10531032604689725,0.10969796776771545,5691638400.0
1986-08-01,0.10925924435433776,0.13339281826644303,0.10750418931705208,0.12988270819187164,3643516800.0
1986-09-01,0.13032144898327186,0.13032144898327186,0.11101427733112681,0.11759651452302933,3578198400.0
1986-10-01,0.11715776112162218,0.12373921401586313,0.11320809965900436,0.12154540419578552,2984038400.0
1986-11-01,0.12198411015821137,0.14480138240635798,0.11891275684752634,0.14041295647621155,5206163200.0
1986-12-01,0.14041303941978991,0.15401628320546856,0.13734169601182564,0.14216887950897217,4762576000.0
1987-01-01,0.14173007756514427,0.20096631970863046,0.14085177107784197,0.19482362270355225,8268915200.0
1987-02-01,0.194823721334577,0.25054987074624224,0.18122125908519068,0.24572347104549408,6616176000.0
1987-03-01,0.24660077327566632,0.24747828262771845,0.21851834151651273,0.22641606628894806,5959318400.0
1987-04-01,0.22115102201595602,0.280826818488894,0.21895720072052852,0.27819421887397766,6813161600.0
1987-05-01,0.27907182231588806,0.2887254164543741,0.25449948035195785,0.27731677889823914,3838956800.0
1987-05-11,,,,,
1987-06-01,0.27949663480508247,0.3041063816122118,0.2671917614015178,0.28476980328559875,3497536000.0
1987-06-16,,,,,
1987-07-01,0.2865274317636826,0.3146534192196506,0.25664452794780523,0.2900436818599701,3070256000.0
1987-08-01,0.28828511995615613,0.3814508944921309,0.28125423980854886,0.3796931803226471,3119300800.0
1987-08-10,,,,,
1987-09-01,0.38546404702163733,0.4136263943866065,0.3414617261084775,0.3977847993373871,3075486400.0
1987-10-01,0.3995446332354546,0.4206662023184377,0.19449233559706103,0.27193695306777954,6575699200.0
1987-11-01,0.27281703005248514,0.28161783184463823,0.21473315292504497,0.23233473300933838,4234238400.0
1987-11-17,,,,,
1987-12-01,0.23636898119161032,0.30869099621971446,0.20990987742940584,0.2963433563709259,4702264000.0
1988-01-01,0.3016348834153077,0.3263301656753992,0.2698842806133553,0.2928157150745392,6221600000.0
1988-02-01,0.2945795060466821,0.3086909687021639,0.26635655718446655,0.3033994734287262,3368467200.0
1988-02-12,,,,,
