date,open,high,low,close,volume,market_cap
2019-07-14,0.10561,0.1058,0.085,0.08547,239317928.1,239317928.1
2019-07-07,0.10497,0.10997,0.09865,0.10555,207519873.9,207519873.9
2019-06-30,0.12816,0.13305,0.10444,0.10495,522727355.5,522727355.5
2019-06-23,0.12951,0.13473,0.12025,0.12817,323939468.7,323939468.7
2019-06-16,0.11845,0.13307,0.11672,0.12958,200598435.7,200598435.7
2019-06-09,0.13623,0.14004,0.11666,0.11845,206529479.3,206529479.3
2019-06-02,0.13164,0.14412,0.12402,0.13639,398021228.4,398021228.4
2019-05-26,0.14255,0.14268,0.11761,0.1316,274672549.1,274672549.1
2019-05-19,0.09823,0.16247,0.0978,0.14264,722426764.1,722426764.1
2019-05-12,0.09699,0.10649,0.087,0.09823,224444224.3,224444224.3
2019-05-05,0.09851,0.10455,0.09453,0.097,153768536.6,153768536.6
2019-04-28,0.11098,0.11433,0.09588,0.0985,162766223.2,162766223.2
2019-04-21,0.11734,0.11958,0.1074,0.11095,135167675.5,135167675.5
2019-04-14,0.13222,0.1355,0.10864,0.1172,208346645.8,208346645.8
2019-04-07,0.10823,0.13386,0.10732,0.13226,495412635.6,495412635.6
2019-03-31,0.10435,0.10843,0.09731,0.10824,237974249.3,237974249.3
2019-03-24,0.10897,0.11875,0.09963,0.10437,460979398.6,460979398.6
2019-03-17,0.10018,0.1128,0.09647,0.10896,694940740.5,694940740.5
2019-03-10,0.0875,0.1044,0.07939,0.10028,428751911.9,428751911.9
2019-03-03,0.08197,0.09,0.0806,0.0875,273855741.7,273855741.7
2019-02-24,0.07958,0.0972,0.07868,0.08185,659290765.4,659290765.4
2019-02-17,0.08032,0.08151,0.0742,0.07964,350591413.6,350591413.6
2019-02-10,0.08021,0.08336,0.071,0.08022,414315230.5,414315230.5
2019-02-03,0.09434,0.09471,0.07828,0.08012,347682622.9,347682622.9
2019-01-27,0.10289,0.10391,0.09295,0.0943,230526298.6,230526298.6
2019-01-20,0.1011,0.1096,0.10067,0.10289,226812068.4,226812068.4
2019-01-13,0.11871,0.12757,0.09838,0.10102,437119626.7,437119626.7
2019-01-06,0.1156,0.11999,0.10856,0.11871,238781492.9,238781492.9
2018-12-30,0.12466,0.14208,0.10595,0.11556,394010317.9,394010317.9
2018-12-23,0.09559,0.13307,0.09531,0.12454,601225712.2,601225712.2
2018-12-16,0.12108,0.12412,0.09175,0.09569,204768859.2,204768859.2
2018-12-09,0.16107,0.16208,0.10501,0.12121,295242237.63,295242237.63
2018-12-02,0.16293,0.17456,0.13842,0.16101,524970708.2,524970708.2
2018-11-25,0.25347,0.25357,0.13337,0.16293,735638104.9,735638104.9
2018-11-18,0.27767,0.2871,0.215,0.25333,382588911.6,382588911.6
2018-11-11,0.24581,0.281,0.237,0.27712,196363352.0,196363352.0
2018-11-04,0.23501,0.25018,0.218,0.24596,76419829.7,76419829.7
2018-10-28,0.2473,0.25298,0.22856,0.23453,78702518.2,78702518.2
2018-10-21,0.21072,0.262,0.20911,0.24731,241088360.7,241088360.7
2018-10-14,0.24491,0.25155,0.20553,0.21102,234706290.0,234706290.0
2018-10-07,0.25965,0.26473,0.23618,0.24535,232127031.0,232127031.0
2018-09-30,0.28131,0.2835,0.23058,0.2599,489475014.5,489475014.5
2018-09-23,0.20668,0.30462,0.18775,0.28163,582279419.13,582279419.13
