date,open,high,low,close,volume
1998-02-01,4.4298427662950886,5.072884458176634,4.394118227857224,5.0371599197387695,2964800.0
1998-03-01,5.07288560667238,5.358681978879275,4.929987420568933,5.108610153198242,2020400.0
1998-04-01,5.162197634269451,5.287233563127189,4.7870898476962385,5.180059909820557,934200.0
1998-05-01,5.144335207731828,5.287233407946601,4.769227432168049,4.929987907409668,900400.0
1998-06-01,4.929986346851695,4.929986346851695,4.429842804417466,4.715639114379883,988400.0
1998-07-01,4.715640730777029,4.787089832758499,4.215497016906738,4.215497016906738,585000.0
1998-08-01,4.2154961342507224,4.572741569356715,3.072310741911543,3.358107089996338,3007600.0
1998-09-01,3.3581082525707426,3.7868029231116886,3.3223836966923304,3.7510783672332764,883200.0
1998-10-01,3.6796273516717357,3.8225255012512207,2.8579629915896976,3.8225255012512207,2445600.0
1998-11-01,3.715352237814724,4.108322186045127,3.6081786155700684,3.6081786155700684,399400.0
1998-11-06,,,,,
1998-12-01,3.6594491929424056,3.731203098686374,3.408310522838515,3.5159413814544678,883000.0
1999-01-01,3.480063150326411,3.731201728185018,3.4083092709382377,3.444186210632324,1633600.0
1999-02-01,3.569755295597056,3.5876937644191518,3.2289243879772367,3.3903706073760986,3493600.0
1999-02-03,,,,,
1999-03-01,3.406972720171954,3.4610516522381753,3.3168411667282514,3.334867477416992,892400.0
1999-04-01,3.334868770936576,3.4610529947017437,3.0825003234062405,3.262763500213623,1341600.0
1999-05-01,3.2807905673980713,3.6052643597781002,3.172632636604728,3.2807905673980713,1366000.0
1999-05-05,,,,,
1999-06-01,3.372988951967118,3.499929396395988,3.2823172059464962,3.409257650375366,536000.0
1999-07-01,3.427392515269193,3.6994077942588115,3.372989459471269,3.590601682662964,593400.0
1999-08-01,3.590599359852253,3.8444801226700887,3.4999276588458827,3.6631367206573486,1003000.0
1999-08-04,,,,,
1999-09-01,3.6869732408575673,3.723477926410612,3.321926385327115,3.3401787281036377,1231000.0
1999-10-01,3.3584312740125153,3.4679453372955322,3.102898459685476,3.4679453372955322,471000.0
1999-11-01,3.431440830230713,3.577459588963935,3.3949361405474074,3.431440830230713,1273800.0
1999-11-03,,,,,
1999-12-01,3.4548382918039957,3.509968690077464,3.271070297559102,3.307823896408081,934000.0
2000-01-01,3.381331567203297,3.381331567203297,3.087302735272576,3.124056339263916,671200.0
2000-02-01,3.124055376759282,3.1791857657609164,2.9035338207527444,2.977041006088257,1380800.0
2000-02-11,,,,,
2000-03-01,2.9998972856315076,3.111004592506749,2.87027209427706,2.9073078632354736,1740800.0
2000-04-01,2.9258263003441596,2.962862076297883,2.796201084506127,2.870272636413574,450400.0
2000-05-01,2.8887912541219634,2.8887912541219634,2.685094434921056,2.7036123275756836,404800.0
2000-05-03,,,,,
2000-06-01,2.8227691981144725,3.290115091842034,2.80407536236537,3.2340335845947266,913200.0
2000-07-01,3.196646499633789,3.4209725697835287,3.084483464558919,3.3648910522460938,370600.0
2000-08-01,3.4022773333958214,3.6639909744262695,3.383583501893647,3.6639909744262695,841000.0
2000-08-02,,,,,
2000-09-01,3.677272591739893,3.809277248879274,3.5452679346005125,3.620699167251587,312200.0
2000-10-01,3.6961326242130705,3.6961326242130705,3.375549692521121,3.52641224861145,144200.0
2000-11-01,3.5452699755678085,3.884710717909407,3.5452699755678085,3.809279441833496,785000.0
2000-11-01,,,,,
2000-12-01,3.8041110308665154,4.032357692718506,3.7280288102491848,4.032357692718506,427400.0
2001-01-01,4.070399746096512,4.450810937320485,3.880194150484525,4.203543663024902,1104600.0
2001-01-31,,,,,
2001-02-01,4.272099402215746,4.291256798638238,3.7931644916534424,4.137997627258301,583400.0
2001-03-01,4.11883998533775,4.482830495669924,4.042210404215188,4.444515705108643,629800.0
2001-04-01,4.367884929036338,4.367884929036338,4.061366688402209,4.260603427886963,239800.0
2001-05-01,4.27286423526552,4.999312445697269,4.27286423526552,4.751032829284668,372600.0
2001-05-02,,,,,
2001-06-01,4.784899109179486,4.939250693346566,4.568806950226031,4.64598274230957,314800.0
2001-07-01,4.630545061472408,4.9207257557877435,4.630545061472408,4.908377647399902,662000.0
